method,function_name,target,run_id,found,validated,best_chromosome,best_fitness,reached_branch,generation,evaluations,runtime,actual_output,actual_validated
GA_FIXED,shipping_discount,free_express_shipping,3,True,True,"[279.55745604243094, 30.898454744335368, True]",0.0,free_express_shipping,0,80,0.0001426249946234,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,4,True,True,"[289.45153891987786, 26.94521727564714, True]",0.0,free_express_shipping,0,80,0.0001409170072292,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,5,True,True,"[222.79705946899333, 35.44213561714011, True]",0.0,free_express_shipping,0,80,0.0001413749996572,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,6,True,True,"[278.9029873542989, 14.525818925925222, True]",0.0,free_express_shipping,0,80,0.0001357080036541,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,7,True,True,"[246.96144498196762, 43.49414157206282, True]",0.0,free_express_shipping,0,80,0.0001416669983882,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,8,True,True,"[239.88041848768097, 22.369944934268794, True]",0.0,free_express_shipping,0,80,0.0001392499980283,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,9,True,True,"[222.90904834983903, 46.0419085970656, True]",0.0,free_express_shipping,0,80,0.0001405000075465,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,10,True,True,"[272.9068913832685, 28.806856735720647, True]",0.0,free_express_shipping,0,80,0.0001416250015608,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,11,True,True,"[222.93903623633054, 19.572259530335646, True]",0.0,free_express_shipping,0,80,0.0001366250071441,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,12,True,True,"[221.89288211303713, 4.1032143900866345, True]",0.0,free_express_shipping,0,80,0.0001357080036541,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,13,True,True,"[285.6212657752066, 30.28658930188636, True]",0.0,free_express_shipping,0,80,0.0001391670084558,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,14,True,True,"[280.8061886947408, 5.071833480462512, True]",0.0,free_express_shipping,0,80,0.0001373749983031,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,15,True,True,"[249.88870363504714, 21.194479407951196, True]",0.0,free_express_shipping,0,80,0.000135374997626,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,16,True,True,"[225.56184760306658, 49.232565539445645, True]",0.0,free_express_shipping,0,80,0.0001372500119032,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,17,True,True,"[229.8841641360822, 24.391276414368445, True]",0.0,free_express_shipping,0,80,0.0001404590002493,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,18,True,True,"[244.3274978731044, 17.032000184297463, True]",0.0,free_express_shipping,0,80,0.0001370829995721,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,19,True,True,"[254.23020328647843, 20.735721449981337, True]",0.0,free_express_shipping,0,80,0.0001334999979007,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,20,True,True,"[222.74205000682664, 6.6871065931123965, True]",0.0,free_express_shipping,0,80,0.0001357910077786,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,21,True,True,"[251.46281327790962, 20.752910851786755, True]",0.0,free_express_shipping,0,80,0.0001356249995296,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,22,True,True,"[238.8177088120667, 11.035569719102629, True]",0.0,free_express_shipping,0,80,0.0001362500042887,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,23,True,True,"[251.75759504372036, 49.31355102277756, True]",0.0,free_express_shipping,0,80,0.0001391249970765,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,24,True,True,"[218.49325579181072, 27.104856340429407, True]",0.0,free_express_shipping,0,80,0.0001398750027874,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,25,True,True,"[203.5232042629979, 23.913066345419793, True]",0.0,free_express_shipping,0,80,0.0001367500080959,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,26,True,True,"[218.08760440773426, 16.89606497733669, True]",0.0,free_express_shipping,0,80,0.0001390419929521,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,27,True,True,"[246.19890351261535, 15.331393368953329, True]",0.0,free_express_shipping,0,80,0.0001429999974789,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,28,True,True,"[229.71172522326546, 21.231506509030485, True]",0.0,free_express_shipping,0,80,0.0001366249925922,free_express_shipping,True
GA_FIXED,shipping_discount,free_express_shipping,29,True,True,"[201.96263271210086, 12.488695351509948, True]",0.0,free_express_shipping,0,80,0.0001415830047335,free_express_shipping,True
GA_FIXED,shipping_discount,invalid,0,False,False,"[237.48221007721187, 0.0, True]",1.0,,1,8080,0.0460141249932348,free_express_shipping,False
GA_FIXED,shipping_discount,invalid,1,False,False,"[0.0, 1.7095828300885796, False]",1.0,,4,8080,0.0459559590090066,no_discount,False
GA_FIXED,shipping_discount,invalid,2,False,False,"[165.37279945792244, 0.0, True]",1.0,,7,8080,0.0459024589945329,standard_discount,False
GA_FIXED,shipping_discount,invalid,3,False,False,"[285.7382681051003, 0.0, False]",1.0,,3,8080,0.0459698329941602,standard_discount,False
GA_FIXED,shipping_discount,invalid,4,False,False,"[0.0, 8.552842894241925, True]",1.0,,5,8080,0.0458277500001713,small_discount,False
GA_FIXED,shipping_discount,invalid,5,False,False,"[0.0, 66.54685062477083, False]",1.0,,7,8080,0.0457752910006092,no_discount,False
GA_FIXED,shipping_discount,invalid,6,False,False,"[0.0, 40.36584337674456, True]",1.0,,3,8080,0.0453952499956358,small_discount,False
GA_FIXED,shipping_discount,invalid,7,False,False,"[103.12746531063364, 0.0, False]",1.0,,7,8080,0.0457807909988332,standard_discount,False
GA_FIXED,shipping_discount,invalid,8,False,False,"[0.0, 35.692646528593954, True]",1.0,,2,8080,0.0460037910088431,small_discount,False
GA_FIXED,shipping_discount,invalid,9,False,False,"[256.06127910501885, 0.0, True]",1.0,,2,8080,0.0455427919951034,free_express_shipping,False
GA_FIXED,shipping_discount,invalid,10,False,False,"[0.0, 29.524693845963423, True]",1.0,,3,8080,0.0456799999956274,small_discount,False
GA_FIXED,shipping_discount,invalid,11,False,False,"[210.11831559003838, 0.0, True]",1.0,,2,8080,0.0454918750037904,free_express_shipping,False
GA_FIXED,shipping_discount,invalid,12,False,False,"[0.0, 75.26636896024269, True]",1.0,,1,8080,0.0456263329979265,small_discount,False
GA_FIXED,shipping_discount,invalid,13,False,False,"[25.35785341666099, 0.0, False]",1.0,,2,8080,0.0454267090099165,no_discount,False
GA_FIXED,shipping_discount,invalid,14,False,False,"[0.0, 41.46588954628612, False]",1.0,,6,8080,0.0458679589937673,no_discount,False
GA_FIXED,shipping_discount,invalid,15,False,False,"[219.4443258649997, 0.0, True]",1.0,,3,8080,0.0454497079917928,free_express_shipping,False
GA_FIXED,shipping_discount,invalid,16,False,False,"[204.41674726694743, 0.0, True]",1.0,,3,8080,0.0453454160015098,free_express_shipping,False
GA_FIXED,shipping_discount,invalid,17,False,False,"[43.75190730999684, 0.0, False]",1.0,,5,8080,0.0454658329981612,no_discount,False
GA_FIXED,shipping_discount,invalid,18,False,False,"[16.264163692530097, 0.0, True]",1.0,,2,8080,0.0457613750040764,small_discount,False
GA_FIXED,shipping_discount,invalid,19,False,False,"[138.0371508860025, 0.0, True]",1.0,,8,8080,0.0452726660005282,standard_discount,False
GA_FIXED,shipping_discount,invalid,20,False,False,"[78.25254327663437, 0.0, True]",1.0,,4,8080,0.0455569999903673,small_discount,False
GA_FIXED,shipping_discount,invalid,21,False,False,"[125.32455258573772, 0.0, False]",1.0,,3,8080,0.0452504999993834,standard_discount,False
GA_FIXED,shipping_discount,invalid,22,False,False,"[8.04099466542343, 0.0, True]",1.0,,4,8080,0.0453051250078715,small_discount,False
GA_FIXED,shipping_discount,invalid,23,False,False,"[37.90809240681357, 0.0, True]",1.0,,4,8080,0.0452510000031907,small_discount,False
GA_FIXED,shipping_discount,invalid,24,False,False,"[18.58688243023542, 0.0, False]",1.0,,8,8080,0.0452699580055195,no_discount,False
GA_FIXED,shipping_discount,invalid,25,False,False,"[233.33970546584, 0.0, False]",1.0,,6,8080,0.0452915000059874,standard_discount,False
GA_FIXED,shipping_discount,invalid,26,False,False,"[247.86865339825127, 0.0, True]",1.0,,5,8080,0.0456265829998301,free_express_shipping,False
GA_FIXED,shipping_discount,invalid,27,False,False,"[152.12645599177353, 0.0, True]",1.0,,5,8080,0.0458328749955398,standard_discount,False
GA_FIXED,shipping_discount,invalid,28,False,False,"[0.0, 9.903868224442641, True]",1.0,,8,8080,0.0456198339961702,small_discount,False
GA_FIXED,shipping_discount,invalid,29,False,False,"[58.32044247481403, 0.0, False]",1.0,,6,8080,0.0453153330017812,small_discount,False
GA_FIXED,shipping_discount,no_discount,0,True,True,"[13.31237777334302, 88.33178470705329, False]",0.0,no_discount,0,80,0.0001377080043312,no_discount,True
GA_FIXED,shipping_discount,no_discount,1,True,True,"[11.308452839473027, 29.948027404111734, False]",0.0,no_discount,0,80,0.0001371249963995,no_discount,True
GA_FIXED,shipping_discount,no_discount,2,True,True,"[22.164550278408225, 87.26605433227316, False]",0.0,no_discount,0,80,0.0001375419960822,no_discount,True
GA_FIXED,shipping_discount,no_discount,3,True,True,"[28.87111827129608, 123.59939651313535, False]",0.0,no_discount,0,80,0.0001373749983031,no_discount,True
GA_FIXED,shipping_discount,no_discount,4,True,True,"[20.693761230549633, 113.22293313878399, False]",0.0,no_discount,0,80,0.0001408340031048,no_discount,True
GA_FIXED,shipping_discount,no_discount,5,True,True,"[47.35365450726678, 41.780213863695266, False]",0.0,no_discount,0,80,0.0001373749983031,no_discount,True
GA_FIXED,shipping_discount,no_discount,6,True,True,"[0.7299782753218964, 115.75588945862731, False]",0.0,no_discount,0,80,0.0001411669945809,no_discount,True
GA_FIXED,shipping_discount,no_discount,7,True,True,"[49.37621091849517, 148.07314831772385, False]",0.0,no_discount,0,80,0.0001436659949831,no_discount,True
GA_FIXED,shipping_discount,no_discount,8,True,True,"[22.05711861117883, 143.8858012808335, False]",0.0,no_discount,0,80,0.0001393749989802,no_discount,True
GA_FIXED,shipping_discount,no_discount,9,True,True,"[22.396536418941405, 29.714567757295463, False]",0.0,no_discount,0,80,0.0001429170079063,no_discount,True
GA_FIXED,shipping_discount,no_discount,10,True,True,"[40.56098735495759, 87.06350072241432, False]",0.0,no_discount,0,80,0.0001395830040564,no_discount,True
GA_FIXED,shipping_discount,no_discount,11,True,True,"[11.400342798081663, 129.75895287107497, False]",0.0,no_discount,0,80,0.00014087499585,no_discount,True
GA_FIXED,shipping_discount,no_discount,12,True,True,"[32.5259771985036, 34.124187206559085, False]",0.0,no_discount,0,80,0.0001394160062773,no_discount,True
GA_FIXED,shipping_discount,no_discount,13,True,True,"[48.25005733276225, 81.77431217640464, False]",0.0,no_discount,0,80,0.00014179199934,no_discount,True
GA_FIXED,shipping_discount,no_discount,14,True,True,"[5.58278262621017, 2.8671420420600446, False]",0.0,no_discount,0,80,0.000137041992275,no_discount,True
GA_FIXED,shipping_discount,no_discount,15,True,True,"[41.68390585037497, 14.824877350816573, False]",0.0,no_discount,0,80,0.0001389579992974,no_discount,True
GA_FIXED,shipping_discount,no_discount,16,True,True,"[16.565705386049878, 12.067210621362234, False]",0.0,no_discount,0,80,0.0001372500119032,no_discount,True
GA_FIXED,shipping_discount,no_discount,17,True,True,"[46.40982391515385, 134.54582211491208, False]",0.0,no_discount,0,80,0.0001371670077787,no_discount,True
GA_FIXED,shipping_discount,no_discount,18,True,True,"[27.24394069857895, 132.2109227795519, False]",0.0,no_discount,0,80,0.0001407079980708,no_discount,True
GA_FIXED,shipping_discount,no_discount,19,True,True,"[27.9879589193742, 39.499339079689996, False]",0.0,no_discount,0,80,0.0001402920024702,no_discount,True
GA_FIXED,shipping_discount,no_discount,20,True,True,"[28.403202340204647, 149.21861239521738, False]",0.0,no_discount,0,80,0.0001411669945809,no_discount,True
GA_FIXED,shipping_discount,no_discount,21,True,True,"[9.329226135645573, 53.269293302844886, False]",0.0,no_discount,0,80,0.000141332988278,no_discount,True
GA_FIXED,shipping_discount,no_discount,22,True,True,"[5.305752718104362, 90.14203472334054, False]",0.0,no_discount,0,80,0.0001361670001642,no_discount,True
GA_FIXED,shipping_discount,no_discount,23,True,True,"[25.59514543468664, 22.75504857500008, False]",0.0,no_discount,0,80,0.0001442499924451,no_discount,True
GA_FIXED,shipping_discount,no_discount,24,True,True,"[28.02145735671492, 57.279569201534805, False]",0.0,no_discount,0,80,0.0001413330028299,no_discount,True
GA_FIXED,shipping_discount,no_discount,25,True,True,"[18.199710079537624, 83.6239100305374, False]",0.0,no_discount,0,80,0.0001455000019632,no_discount,True
GA_FIXED,shipping_discount,no_discount,26,True,True,"[10.260767665974392, 7.182458074753034, False]",0.0,no_discount,0,80,0.0001405830116709,no_discount,True
GA_FIXED,shipping_discount,no_discount,27,True,True,"[41.30781017431636, 43.77198752984723, False]",0.0,no_discount,0,80,0.0001347920042462,no_discount,True
GA_FIXED,shipping_discount,no_discount,28,True,True,"[38.839788468189454, 112.58571015849131, False]",0.0,no_discount,0,80,0.000141957993037,no_discount,True
GA_FIXED,shipping_discount,no_discount,29,True,True,"[36.549412357301634, 132.56467112106313, False]",0.0,no_discount,0,80,0.000136292001116,no_discount,True
GA_FIXED,shipping_discount,small_discount,0,True,True,"[62.85560599018124, 143.9716336741941, True]",0.0,small_discount,0,80,0.0001066669938154,small_discount,True
GA_FIXED,shipping_discount,small_discount,1,True,True,"[252.28292528591706, 107.00045624661661, False]",0.0,small_discount,0,80,0.0001180830004159,small_discount,True
GA_FIXED,shipping_discount,small_discount,2,True,True,"[99.48470381600957, 1.1560185527891176, True]",0.0,small_discount,0,80,0.0001086670090444,small_discount,True
GA_FIXED,shipping_discount,small_discount,3,True,True,"[286.5501393978052, 125.06960113159121, False]",0.0,small_discount,0,80,0.0001105829869629,small_discount,True
GA_FIXED,shipping_discount,small_discount,4,True,True,"[47.220526754723565, 120.22596703048774, True]",0.0,small_discount,0,80,0.0001087499986169,small_discount,True
GA_FIXED,shipping_discount,small_discount,5,True,True,"[112.2254213075273, 133.6714304516547, True]",0.0,small_discount,0,80,0.000117916992167,small_discount,True
GA_FIXED,shipping_discount,small_discount,6,True,True,"[91.26538013370485, 67.17149745667557, True]",0.0,small_discount,0,80,0.0001145409914897,small_discount,True
GA_FIXED,shipping_discount,small_discount,7,True,True,"[282.9777957144283, 103.47983923784354, True]",0.0,small_discount,0,80,0.0001099999935831,small_discount,True
GA_FIXED,shipping_discount,small_discount,8,True,True,"[10.600981171879042, 105.60430835269976, True]",0.0,small_discount,0,80,0.0001115409977501,small_discount,True
GA_FIXED,shipping_discount,small_discount,9,True,True,"[66.57171386550235, 64.79179935230427, True]",0.0,small_discount,0,80,0.0001123749971156,small_discount,True
GA_FIXED,shipping_discount,small_discount,10,True,True,"[95.27351738037004, 71.24690327159787, False]",0.0,small_discount,0,80,0.0001202499988721,small_discount,True
GA_FIXED,shipping_discount,small_discount,11,True,True,"[138.15721657317857, 146.67118596900116, True]",0.0,small_discount,0,80,0.0001112919999286,small_discount,True
GA_FIXED,shipping_discount,small_discount,12,True,True,"[84.68449570279148, 16.502112040828443, False]",0.0,small_discount,0,80,0.0001114170008804,small_discount,True
GA_FIXED,shipping_discount,small_discount,13,True,True,"[248.13227370740717, 116.73862755101595, False]",0.0,small_discount,0,80,0.0001134589983848,small_discount,True
GA_FIXED,shipping_discount,small_discount,14,True,True,"[118.18786183170246, 110.93468153606145, False]",0.0,small_discount,0,80,0.000112708992674,small_discount,True
GA_FIXED,shipping_discount,small_discount,15,True,True,"[100.53319825034924, 107.52960252220299, False]",0.0,small_discount,0,80,0.0001133749901782,small_discount,True
GA_FIXED,shipping_discount,small_discount,16,True,True,"[69.51852774759868, 89.61270134028271, False]",0.0,small_discount,0,80,0.0001102499954868,small_discount,True
GA_FIXED,shipping_discount,small_discount,17,True,True,"[97.84185972087369, 147.78222783225814, True]",0.0,small_discount,0,80,0.0001160419924417,small_discount,True
GA_FIXED,shipping_discount,small_discount,18,True,True,"[233.53198817404868, 118.03520745692344, False]",0.0,small_discount,0,80,0.0001142080000136,small_discount,True
GA_FIXED,shipping_discount,small_discount,19,True,True,"[283.14456087157987, 131.55342049897877, False]",0.0,small_discount,0,80,0.0001050419959938,small_discount,True
GA_FIXED,shipping_discount,small_discount,20,True,True,"[22.60605523460614, 45.949338579433785, True]",0.0,small_discount,0,80,0.0001101249945349,small_discount,True
GA_FIXED,shipping_discount,small_discount,21,True,True,"[269.6152634659229, 137.9561398549323, True]",0.0,small_discount,0,80,0.0001054579915944,small_discount,True
GA_FIXED,shipping_discount,small_discount,22,True,True,"[26.054416538252312, 36.071222333054514, True]",0.0,small_discount,0,80,0.0001129580050474,small_discount,True
GA_FIXED,shipping_discount,small_discount,23,True,True,"[251.98623685633675, 112.158151260833, True]",0.0,small_discount,0,80,0.0001104160037357,small_discount,True
GA_FIXED,shipping_discount,small_discount,24,True,True,"[269.65400689558334, 123.27937643174043, True]",0.0,small_discount,0,80,0.0001130000018747,small_discount,True
GA_FIXED,shipping_discount,small_discount,25,True,True,"[95.9592405079971, 114.77429588021607, True]",0.0,small_discount,0,80,0.0001103749964386,small_discount,True
GA_FIXED,shipping_discount,small_discount,26,True,True,"[220.41365518407648, 105.38469048087158, False]",0.0,small_discount,0,80,0.0001141669927164,small_discount,True
GA_FIXED,shipping_discount,small_discount,27,True,True,"[68.21327576339412, 75.33751294775742, True]",0.0,small_discount,0,80,0.0001122910034609,small_discount,True
GA_FIXED,shipping_discount,small_discount,28,True,True,"[187.1572906749946, 143.5745040082586, False]",0.0,small_discount,0,80,0.0001075829932233,small_discount,True
GA_FIXED,shipping_discount,small_discount,29,True,True,"[29.84782415335785, 144.23985888625455, True]",0.0,small_discount,0,80,0.0001127080031437,small_discount,True
GA_FIXED,shipping_discount,standard_discount,0,True,True,"[271.35166539567985, 66.49222332973622, True]",0.0,standard_discount,0,80,0.0001192920026369,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,1,True,True,"[215.44000695472917, 83.67978499518087, True]",0.0,standard_discount,0,80,0.0001181669940706,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,2,True,True,"[100.11328624594833, 68.26371091163567, True]",0.0,standard_discount,0,80,0.0001117079955292,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,3,True,True,"[130.1206556738391, 64.24664768093287, False]",0.0,standard_discount,0,80,0.0001142089895438,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,4,True,True,"[146.34267989512747, 91.53212836387785, False]",0.0,standard_discount,0,80,0.0001126249990193,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,5,True,True,"[252.05846891344652, 87.62122103207443, True]",0.0,standard_discount,0,80,0.0001183750136988,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,6,True,True,"[261.3510112611716, 82.4878566935295, False]",0.0,standard_discount,0,80,0.0001190830080304,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,7,True,True,"[135.7005855873973, 2.6890297505582805, False]",0.0,standard_discount,0,80,0.0001203749998239,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,8,True,True,"[203.5311628093438, 71.60472680866907, False]",0.0,standard_discount,0,80,0.0001155840000137,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,9,True,True,"[165.2565470556696, 83.12763587650032, True]",0.0,standard_discount,0,80,0.0001159169914899,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,10,True,True,"[125.77323801191812, 36.51024560910448, True]",0.0,standard_discount,0,80,0.0001114159967983,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,11,True,True,"[126.44851556862298, 95.11707261587408, True]",0.0,standard_discount,0,80,0.0001200419937958,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,12,True,True,"[144.75707661404743, 92.91518119346478, True]",0.0,standard_discount,0,80,0.0001203330029966,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,13,True,True,"[134.47904626623415, 29.395711509066142, False]",0.0,standard_discount,0,80,0.0001126669958466,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,14,True,True,"[163.36342606774835, 75.4902991698599, True]",0.0,standard_discount,0,80,0.0001168330054497,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,15,True,True,"[134.53825278867325, 38.91383387607136, True]",0.0,standard_discount,0,80,0.0001149169984273,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,16,True,True,"[278.41464889555385, 61.286812727697445, False]",0.0,standard_discount,0,80,0.0001167500013252,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,17,True,True,"[229.38922065816516, 67.18703483196997, True]",0.0,standard_discount,0,80,0.0001151250035036,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,18,True,True,"[285.48725321916027, 59.491733262862795, True]",0.0,standard_discount,0,80,0.0001139160012826,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,19,True,True,"[141.01358797749603, 13.617245344900224, False]",0.0,standard_discount,0,80,0.000111333996756,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,20,True,True,"[280.4044740139604, 87.98293458180422, False]",0.0,standard_discount,0,80,0.0001150419993791,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,21,True,True,"[258.6597470716601, 72.06964499684688, False]",0.0,standard_discount,0,80,0.0001142499968409,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,22,True,True,"[113.85895903460603, 59.54909690356821, True]",0.0,standard_discount,0,80,0.0001147500006482,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,23,True,True,"[167.15899928745412, 11.75790809626207, False]",0.0,standard_discount,0,80,0.0001243750011781,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,24,True,True,"[175.69521649654726, 19.082160293975285, True]",0.0,standard_discount,0,80,0.0001241669961018,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,25,True,True,"[247.56360361757376, 54.65619308494553, True]",0.0,standard_discount,0,80,0.0001157079968834,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,26,True,True,"[218.60625095676664, 29.16579808380879, False]",0.0,standard_discount,0,80,0.0001144590059993,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,27,True,True,"[238.26798701903522, 94.26270725764422, True]",0.0,standard_discount,0,80,0.0001100000081351,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,28,True,True,"[270.116065592293, 64.54666504941792, True]",0.0,standard_discount,0,80,0.0001108750002458,standard_discount,True
GA_FIXED,shipping_discount,standard_discount,29,True,True,"[148.94900178356957, 1.741035415838077, False]",0.0,standard_discount,0,80,0.0001202910061692,standard_discount,True
GA_FIXED,sign_type,negative,0,True,True,[-417],0.0,negative,0,80,5.441700341179967e-05,negative,True
GA_FIXED,sign_type,negative,1,True,True,[-75],0.0,negative,0,80,5.329199484549463e-05,negative,True
GA_FIXED,sign_type,negative,2,True,True,[-500],0.0,negative,0,80,5.545800377149135e-05,negative,True
GA_FIXED,sign_type,negative,3,True,True,[-316],0.0,negative,0,80,5.4374992032535374e-05,negative,True
GA_FIXED,sign_type,negative,4,True,True,[-156],0.0,negative,0,80,5.520900595001877e-05,negative,True
GA_FIXED,sign_type,negative,5,True,True,[-404],0.0,negative,0,80,5.387500277720392e-05,negative,True
GA_FIXED,sign_type,negative,6,True,True,[-145],0.0,negative,0,80,5.5374999647028744e-05,negative,True
GA_FIXED,sign_type,negative,7,True,True,[-273],0.0,negative,0,80,5.433299520518631e-05,negative,True
GA_FIXED,sign_type,negative,8,True,True,[-215],0.0,negative,0,80,5.51249977434054e-05,negative,True
GA_FIXED,sign_type,negative,9,True,True,[-414],0.0,negative,0,80,5.454200436361134e-05,negative,True
GA_FIXED,sign_type,negative,10,True,True,[-22],0.0,negative,0,80,5.499999679159373e-05,negative,True
GA_FIXED,sign_type,negative,11,True,True,[-57],0.0,negative,0,80,5.4666001233272254e-05,negative,True
GA_FIXED,sign_type,negative,12,True,True,[-469],0.0,negative,0,80,5.420799425337464e-05,negative,True
GA_FIXED,sign_type,negative,13,True,True,[-313],0.0,negative,0,80,5.5042008170858026e-05,negative,True
GA_FIXED,sign_type,negative,14,True,True,[-374],0.0,negative,0,80,5.43750065844506e-05,negative,True
GA_FIXED,sign_type,negative,15,True,True,[-316],0.0,negative,0,80,5.433299520518631e-05,negative,True
GA_FIXED,sign_type,negative,16,True,True,[-346],0.0,negative,0,80,5.445799615699798e-05,negative,True
GA_FIXED,sign_type,negative,17,True,True,[-300],0.0,negative,0,80,5.43750065844506e-05,negative,True
GA_FIXED,sign_type,negative,18,True,True,[-292],0.0,negative,0,80,5.445799615699798e-05,negative,True
GA_FIXED,sign_type,negative,19,True,True,[-387],0.0,negative,0,80,5.429099837783724e-05,negative,True
GA_FIXED,sign_type,negative,20,True,True,[-269],0.0,negative,0,80,9.637500625103712e-05,negative,True
GA_FIXED,sign_type,negative,21,True,True,[-432],0.0,negative,0,80,5.391599552240223e-05,negative,True
GA_FIXED,sign_type,negative,22,True,True,[-184],0.0,negative,0,80,5.4791991715319455e-05,negative,True
GA_FIXED,sign_type,negative,23,True,True,[-484],0.0,negative,0,80,5.433299520518631e-05,negative,True
GA_FIXED,sign_type,negative,24,True,True,[-227],0.0,negative,0,80,5.470799806062132e-05,negative,True
GA_FIXED,sign_type,negative,25,True,True,[-251],0.0,negative,0,80,5.3750001825392246e-05,negative,True
GA_FIXED,sign_type,negative,26,True,True,[-24],0.0,negative,0,80,5.4957999964244664e-05,negative,True
GA_FIXED,sign_type,negative,27,True,True,[-314],0.0,negative,0,80,5.4208998335525393e-05,negative,True
GA_FIXED,sign_type,negative,28,True,True,[-311],0.0,negative,0,80,5.4500007536262274e-05,negative,True
GA_FIXED,sign_type,negative,29,True,True,[-185],0.0,negative,0,80,5.3916999604552984e-05,negative,True
GA_FIXED,sign_type,positive,0,True,True,[1280],0.0,positive,0,80,5.779099592473358e-05,positive,True
GA_FIXED,sign_type,positive,1,True,True,[566],0.0,positive,0,80,5.433299520518631e-05,positive,True
GA_FIXED,sign_type,positive,2,True,True,[1296],0.0,positive,0,80,5.3750001825392246e-05,positive,True
GA_FIXED,sign_type,positive,3,True,True,[1276],0.0,positive,0,80,5.329199484549463e-05,positive,True
GA_FIXED,sign_type,positive,4,True,True,[1325],0.0,positive,0,80,5.316699389368296e-05,positive,True
GA_FIXED,sign_type,positive,5,True,True,[2104],0.0,positive,0,80,5.399998917710036e-05,positive,True
GA_FIXED,sign_type,positive,6,True,True,[1470],0.0,positive,0,80,5.295898881740868e-05,positive,True
GA_FIXED,sign_type,positive,7,True,True,[2727],0.0,positive,0,80,5.2916991990059614e-05,positive,True
GA_FIXED,sign_type,positive,8,True,True,[490],0.0,positive,0,80,5.383299139793962e-05,positive,True
GA_FIXED,sign_type,positive,9,True,True,[2941],0.0,positive,0,80,5.341600626707077e-05,positive,True
GA_FIXED,sign_type,positive,10,True,True,[2784],0.0,positive,0,80,5.279199103824794e-05,positive,True
GA_FIXED,sign_type,positive,11,True,True,[2365],0.0,positive,0,80,5.300001066643745e-05,positive,True
GA_FIXED,sign_type,positive,12,True,True,[390],0.0,positive,0,80,5.370800499804318e-05,positive,True
GA_FIXED,sign_type,positive,13,True,True,[163],0.0,positive,0,80,5.387500277720392e-05,positive,True
GA_FIXED,sign_type,positive,14,True,True,[1189],0.0,positive,0,80,5.283299833536148e-05,positive,True
GA_FIXED,sign_type,positive,15,True,True,[707],0.0,positive,0,80,5.295900336932391e-05,positive,True
GA_FIXED,sign_type,positive,16,True,True,[1448],0.0,positive,0,80,5.250000685919076e-05,positive,True
